Format Version,1.21,Take Name,Take 2022-02-12 01.06.29 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-12 01.06.29.074 PM,Total Frames in Take,4575,Total Exported Frames,4575,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:681,Unlabeled:681,Unlabeled:681,Unlabeled:683,Unlabeled:683,Unlabeled:683
,,"8392B20CF49E35702A9","8392B20CF49E35702A9","8392B20CF49E35702A9","8392B20CF49E35702AB","8392B20CF49E35702AB","8392B20CF49E35702AB"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
323,2.691667,-0.395712,-0.017607,0.426693,-0.586389,0.196804,0.300255
324,2.700000,-0.395732,-0.017614,0.426695,-0.586360,0.196803,0.300256
325,2.708333,-0.395757,-0.017631,0.426697,-0.586394,0.196797,0.300262
326,2.716667,-0.395704,-0.017599,0.426690,-0.586400,0.196794,0.300260
327,2.725000,-0.395700,-0.017593,0.426693,-0.586405,0.196797,0.300262
328,2.733333,-0.395729,-0.017614,0.426692,-0.586391,0.196799,0.300260
329,2.741667,-0.395751,-0.017613,0.426693,-0.586387,0.196803,0.300254
330,2.750000,-0.395701,-0.017592,0.426687,-0.586382,0.196807,0.300252
331,2.758333,-0.395754,-0.017615,0.426688,-0.586420,0.196803,0.300258
332,2.766667,-0.395741,-0.017604,0.426695,-0.586380,0.196809,0.300257
333,2.775000,-0.395742,-0.017609,0.426688,-0.586417,0.196801,0.300259
334,2.783333,-0.395749,-0.017616,0.426692,-0.586383,0.196806,0.300250
335,2.791667,-0.395749,-0.017610,0.426695,-0.586431,0.196797,0.300260
336,2.800000,-0.395738,-0.017614,0.426698,-0.586377,0.196808,0.300259
337,2.808333,-0.395765,-0.017637,0.426695,-0.586418,0.196787,0.300253
338,2.816667,-0.395717,-0.017602,0.426691,-0.586377,0.196805,0.300258
339,2.825000,-0.395735,-0.017621,0.426696,-0.586387,0.196798,0.300261
340,2.833333,-0.395706,-0.017605,0.426690,-0.586388,0.196800,0.300256
341,2.841667,-0.395729,-0.017616,0.426692,-0.586371,0.196805,0.300256
342,2.850000,-0.395690,-0.017597,0.426692,-0.586392,0.196801,0.300257
343,2.858333,-0.395738,-0.017615,0.426697,-0.586412,0.196802,0.300259
344,2.866667,-0.395724,-0.017602,0.426696,-0.586384,0.196802,0.300257
345,2.875000,-0.395753,-0.017616,0.426697,-0.586387,0.196806,0.300258
346,2.883333,-0.395738,-0.017611,0.426694,-0.586364,0.196805,0.300255
347,2.891667,-0.395736,-0.017611,0.426691,-0.586402,0.196805,0.300252
348,2.900000,-0.395734,-0.017604,0.426692,-0.586392,0.196803,0.300258
349,2.908333,-0.395763,-0.017621,0.426697,-0.586419,0.196796,0.300258
350,2.916667,-0.395731,-0.017608,0.426696,-0.586434,0.196794,0.300256
351,2.925000,-0.395730,-0.017606,0.426695,-0.586416,0.196802,0.300252
352,2.933333,-0.395750,-0.017624,0.426701,-0.586405,0.196799,0.300260
353,2.941667,-0.395727,-0.017606,0.426700,-0.586373,0.196804,0.300261
354,2.950000,-0.395706,-0.017600,0.426694,-0.586404,0.196796,0.300257
355,2.958333,-0.395702,-0.017604,0.426695,-0.586388,0.196799,0.300259
356,2.966667,-0.395730,-0.017619,0.426694,-0.586377,0.196807,0.300255
357,2.975000,-0.395743,-0.017624,0.426698,-0.586400,0.196802,0.300256
358,2.983333,-0.395762,-0.017631,0.426696,-0.586403,0.196795,0.300258
359,2.991667,-0.395728,-0.017609,0.426692,-0.586393,0.196806,0.300254
360,3.000000,-0.395715,-0.017599,0.426697,-0.586392,0.196803,0.300256
361,3.008333,-0.395738,-0.017608,0.426691,-0.586383,0.196809,0.300252
362,3.016667,-0.395743,-0.017612,0.426693,-0.586407,0.196799,0.300256
363,3.025000,-0.395741,-0.017604,0.426693,-0.586428,0.196798,0.300257
364,3.033333,-0.395739,-0.017605,0.426692,-0.586420,0.196799,0.300258
365,3.041667,-0.395735,-0.017610,0.426697,-0.586389,0.196802,0.300250
366,3.050000,-0.395751,-0.017623,0.426694,-0.586410,0.196798,0.300261
367,3.058333,-0.395729,-0.017612,0.426696,-0.586384,0.196806,0.300258
368,3.066667,-0.395744,-0.017613,0.426688,-0.586406,0.196800,0.300263
369,3.075000,-0.395724,-0.017604,0.426692,-0.586372,0.196809,0.300259
370,3.083333,-0.395698,-0.017601,0.426697,-0.586395,0.196799,0.300255
371,3.091667,-0.395732,-0.017616,0.426696,-0.586397,0.196801,0.300258
372,3.100000,-0.395728,-0.017613,0.426699,-0.586402,0.196800,0.300258
373,3.108333,-0.395710,-0.017601,0.426690,-0.586368,0.196803,0.300255
374,3.116667,-0.395723,-0.017608,0.426693,-0.586392,0.196805,0.300258
375,3.125000,-0.395708,-0.017602,0.426689,-0.586393,0.196802,0.300257
376,3.133333,-0.395736,-0.017609,0.426690,-0.586397,0.196799,0.300258
377,3.141667,-0.395746,-0.017611,0.426692,-0.586383,0.196805,0.300252
378,3.150000,-0.395750,-0.017609,0.426689,-0.586384,0.196813,0.300254
379,3.158333,-0.395748,-0.017620,0.426699,-0.586403,0.196803,0.300256
380,3.166667,-0.395744,-0.017614,0.426692,-0.586425,0.196789,0.300254
381,3.175000,-0.395742,-0.017615,0.426693,-0.586394,0.196801,0.300261
382,3.183333,-0.395680,-0.017584,0.426688,-0.586388,0.196805,0.300255
383,3.191667,-0.395717,-0.017601,0.426699,-0.586407,0.196799,0.300259
384,3.200000,-0.395723,-0.017607,0.426695,-0.586388,0.196805,0.300257
385,3.208333,-0.395709,-0.017600,0.426692,-0.586379,0.196807,0.300259
386,3.216667,-0.395769,-0.017629,0.426696,-0.586395,0.196790,0.300258
387,3.225000,-0.395747,-0.017627,0.426692,-0.586382,0.196799,0.300257
388,3.233333,-0.395690,-0.017602,0.426690,-0.586393,0.196803,0.300259
389,3.241667,-0.395715,-0.017604,0.426693,-0.586385,0.196798,0.300258
390,3.250000,-0.395754,-0.017618,0.426698,-0.586397,0.196808,0.300255
391,3.258333,-0.395710,-0.017597,0.426692,-0.586409,0.196797,0.300259
392,3.266667,-0.395748,-0.017614,0.426692,-0.586384,0.196810,0.300248
393,3.275000,-0.395752,-0.017619,0.426698,-0.586407,0.196799,0.300258
394,3.283333,-0.395726,-0.017610,0.426690,-0.586401,0.196804,0.300257
395,3.291667,-0.395720,-0.017606,0.426691,-0.586372,0.196812,0.300254
396,3.300000,-0.395753,-0.017621,0.426696,-0.586395,0.196803,0.300257
397,3.308333,-0.395709,-0.017595,0.426695,-0.586387,0.196802,0.300259
398,3.316667,-0.395742,-0.017614,0.426696,-0.586397,0.196791,0.300259
399,3.325000,-0.395744,-0.017621,0.426692,-0.586377,0.196807,0.300260
400,3.333333,-0.395713,-0.017598,0.426691,-0.586401,0.196800,0.300260
401,3.341667,-0.395717,-0.017604,0.426693,-0.586377,0.196810,0.300258
402,3.350000,-0.395721,-0.017612,0.426694,-0.586404,0.196805,0.300257
403,3.358333,-0.395735,-0.017613,0.426695,-0.586383,0.196805,0.300254
404,3.366667,-0.395726,-0.017612,0.426693,-0.586395,0.196797,0.300253
405,3.375000,-0.395747,-0.017611,0.426698,-0.586362,0.196810,0.300259
406,3.383333,-0.395701,-0.017596,0.426688,-0.586406,0.196788,0.300258
407,3.391667,-0.395724,-0.017609,0.426691,-0.586367,0.196809,0.300248
408,3.400000,-0.395736,-0.017615,0.426694,-0.586394,0.196807,0.300257
409,3.408333,-0.395737,-0.017615,0.426691,-0.586374,0.196805,0.300256
410,3.416667,-0.395745,-0.017622,0.426689,-0.586411,0.196796,0.300256
411,3.425000,-0.395705,-0.017597,0.426688,-0.586389,0.196802,0.300261
412,3.433333,-0.395761,-0.017626,0.426697,-0.586413,0.196795,0.300262
413,3.441667,-0.395718,-0.017603,0.426697,-0.586401,0.196794,0.300256
414,3.450000,-0.395707,-0.017595,0.426691,-0.586395,0.196805,0.300263
415,3.458333,-0.395730,-0.017607,0.426698,-0.586401,0.196803,0.300261
416,3.466667,-0.395719,-0.017605,0.426694,-0.586385,0.196801,0.300255
417,3.475000,-0.395711,-0.017602,0.426693,-0.586400,0.196802,0.300262
418,3.483333,-0.395729,-0.017608,0.426688,-0.586382,0.196806,0.300253
419,3.491667,-0.395736,-0.017613,0.426690,-0.586391,0.196807,0.300251
420,3.500000,-0.395747,-0.017622,0.426682,-0.586376,0.196809,0.300248
421,3.508333,-0.395734,-0.017618,0.426689,-0.586381,0.196805,0.300252
422,3.516667,-0.395724,-0.017602,0.426694,-0.586384,0.196813,0.300252
423,3.525000,-0.395744,-0.017621,0.426686,-0.586387,0.196811,0.300257
424,3.533333,-0.395731,-0.017617,0.426691,-0.586385,0.196797,0.300258
425,3.541667,-0.395754,-0.017628,0.426698,-0.586399,0.196799,0.300263
426,3.550000,-0.395710,-0.017608,0.426696,-0.586366,0.196804,0.300256
427,3.558333,-0.395742,-0.017624,0.426693,-0.586374,0.196811,0.300258
428,3.566667,-0.395735,-0.017610,0.426696,-0.586406,0.196800,0.300257
429,3.575000,-0.395733,-0.017611,0.426701,-0.586394,0.196810,0.300258
430,3.583333,-0.395745,-0.017612,0.426699,-0.586417,0.196801,0.300258
431,3.591667,-0.395764,-0.017620,0.426693,-0.586382,0.196807,0.300259
432,3.600000,-0.395709,-0.017602,0.426686,-0.586393,0.196806,0.300254
433,3.608333,-0.395747,-0.017613,0.426688,-0.586390,0.196809,0.300255
434,3.616667,-0.395713,-0.017598,0.426698,-0.586401,0.196807,0.300258
435,3.625000,-0.395738,-0.017615,0.426690,-0.586401,0.196801,0.300255
436,3.633333,-0.395731,-0.017606,0.426691,-0.586406,0.196793,0.300258
437,3.641667,-0.395712,-0.017600,0.426700,-0.586376,0.196805,0.300257
438,3.650000,-0.395723,-0.017603,0.426691,-0.586408,0.196797,0.300260
439,3.658333,-0.395730,-0.017619,0.426692,-0.586418,0.196790,0.300256
440,3.666667,-0.395742,-0.017620,0.426696,-0.586380,0.196809,0.300254
441,3.675000,-0.395718,-0.017613,0.426691,-0.586402,0.196795,0.300259
442,3.683333,-0.395756,-0.017622,0.426697,-0.586380,0.196804,0.300259
443,3.691667,-0.395728,-0.017610,0.426696,-0.586384,0.196803,0.300255
444,3.700000,-0.395744,-0.017614,0.426694,-0.586404,0.196801,0.300257
445,3.708333,-0.395746,-0.017616,0.426702,-0.586407,0.196806,0.300255
446,3.716667,-0.395740,-0.017605,0.426696,-0.586397,0.196800,0.300255
447,3.725000,-0.395738,-0.017610,0.426688,-0.586397,0.196804,0.300252
448,3.733333,-0.395729,-0.017602,0.426693,-0.586390,0.196807,0.300263
449,3.741667,-0.395742,-0.017611,0.426692,-0.586376,0.196812,0.300253
450,3.750000,-0.395736,-0.017609,0.426697,-0.586394,0.196800,0.300260
451,3.758333,-0.395749,-0.017617,0.426693,-0.586441,0.196789,0.300259
452,3.766667,-0.395729,-0.017612,0.426693,-0.586397,0.196806,0.300260
453,3.775000,-0.395730,-0.017613,0.426689,-0.586426,0.196796,0.300255
454,3.783333,-0.395712,-0.017610,0.426690,-0.586365,0.196809,0.300259
455,3.791667,-0.395746,-0.017619,0.426697,-0.586376,0.196810,0.300257
456,3.800000,-0.395704,-0.017605,0.426691,-0.586375,0.196803,0.300259
457,3.808333,-0.395723,-0.017612,0.426689,-0.586382,0.196800,0.300255
458,3.816667,-0.395723,-0.017613,0.426694,-0.586402,0.196798,0.300259
459,3.825000,-0.395731,-0.017611,0.426692,-0.586389,0.196798,0.300260
460,3.833333,-0.395739,-0.017616,0.426692,-0.586407,0.196796,0.300259
461,3.841667,-0.395752,-0.017615,0.426692,-0.586408,0.196798,0.300258
462,3.850000,-0.395713,-0.017597,0.426689,-0.586415,0.196797,0.300256
463,3.858333,-0.395730,-0.017603,0.426691,-0.586383,0.196810,0.300251
464,3.866667,-0.395750,-0.017617,0.426692,-0.586418,0.196801,0.300253
465,3.875000,-0.395733,-0.017605,0.426686,-0.586428,0.196794,0.300252
466,3.883333,-0.395742,-0.017613,0.426691,-0.586371,0.196812,0.300255
467,3.891667,-0.395758,-0.017622,0.426691,-0.586402,0.196796,0.300252
468,3.900000,-0.395750,-0.017618,0.426693,-0.586419,0.196799,0.300259
469,3.908333,-0.395739,-0.017619,0.426688,-0.586391,0.196805,0.300259
470,3.916667,-0.395736,-0.017617,0.426690,-0.586385,0.196803,0.300264
471,3.925000,-0.395736,-0.017623,0.426690,-0.586372,0.196808,0.300255
472,3.933333,-0.395700,-0.017601,0.426688,-0.586372,0.196801,0.300261
473,3.941667,-0.395729,-0.017619,0.426692,-0.586386,0.196799,0.300260
474,3.950000,-0.395712,-0.017604,0.426693,-0.586406,0.196798,0.300262
475,3.958333,-0.395767,-0.017628,0.426700,-0.586388,0.196807,0.300256
476,3.966667,-0.395742,-0.017615,0.426693,-0.586409,0.196797,0.300252
477,3.975000,-0.395741,-0.017612,0.426696,-0.586389,0.196808,0.300254
478,3.983333,-0.395741,-0.017615,0.426696,-0.586374,0.196811,0.300258
479,3.991667,-0.395732,-0.017608,0.426687,-0.586409,0.196798,0.300255
480,4.000000,-0.395743,-0.017609,0.426698,-0.586385,0.196807,0.300254
481,4.008333,-0.395735,-0.017611,0.426696,-0.586379,0.196812,0.300254
482,4.016667,-0.395757,-0.017625,0.426698,-0.586410,0.196798,0.300260
483,4.025000,-0.395724,-0.017606,0.426702,-0.586434,0.196793,0.300261
484,4.033333,-0.395698,-0.017600,0.426700,-0.586402,0.196800,0.300264
485,4.041667,-0.395717,-0.017614,0.426704,-0.586381,0.196802,0.300260
486,4.050000,-0.395706,-0.017612,0.426704,-0.586369,0.196802,0.300262
487,4.058333,-0.395732,-0.017618,0.426709,-0.586352,0.196809,0.300269
488,4.066667,-0.395703,-0.017613,0.426701,-0.586384,0.196794,0.300267
489,4.075000,-0.395704,-0.017608,0.426697,-0.586406,0.196791,0.300268
490,4.083333,-0.395726,-0.017623,0.426697,-0.586382,0.196802,0.300267
491,4.091667,-0.395735,-0.017618,0.426702,-0.586387,0.196803,0.300264
492,4.100000,-0.395719,-0.017614,0.426702,-0.586385,0.196803,0.300263
493,4.108333,-0.395712,-0.017602,0.426700,-0.586384,0.196806,0.300266
494,4.116667,-0.395721,-0.017603,0.426700,-0.586392,0.196801,0.300266
495,4.125000,-0.395738,-0.017612,0.426712,-0.586401,0.196800,0.300268
496,4.133333,-0.395750,-0.017616,0.426703,-0.586403,0.196802,0.300265
497,4.141667,-0.395721,-0.017600,0.426704,-0.586393,0.196803,0.300264
498,4.150000,-0.395708,-0.017607,0.426694,-0.586411,0.196799,0.300265
499,4.158333,-0.395700,-0.017605,0.426704,-0.586382,0.196801,0.300269
500,4.166667,-0.395739,-0.017621,0.426706,-0.586387,0.196798,0.300265
501,4.175000,-0.395690,-0.017601,0.426693,-0.586381,0.196804,0.300268
502,4.183333,-0.395739,-0.017626,0.426704,-0.586374,0.196802,0.300263
503,4.191667,-0.395735,-0.017623,0.426700,-0.586402,0.196790,0.300261
504,4.200000,-0.395743,-0.017630,0.426696,-0.586364,0.196806,0.300261
505,4.208333,-0.395718,-0.017612,0.426690,-0.586373,0.196809,0.300256
506,4.216667,-0.395758,-0.017624,0.426703,-0.586442,0.196791,0.300259
507,4.225000,-0.395705,-0.017596,0.426691,-0.586378,0.196806,0.300262
508,4.233333,-0.395742,-0.017617,0.426690,-0.586414,0.196803,0.300256
509,4.241667,-0.395716,-0.017594,0.426694,-0.586420,0.196800,0.300256
510,4.250000,-0.395766,-0.017618,0.426691,-0.586377,0.196812,0.300258
511,4.258333,-0.395729,-0.017605,0.426688,-0.586395,0.196801,0.300255
512,4.266667,-0.395760,-0.017620,0.426691,-0.586394,0.196808,0.300254
513,4.275000,-0.395746,-0.017609,0.426693,-0.586407,0.196807,0.300257
514,4.283333,-0.395761,-0.017622,0.426689,-0.586419,0.196799,0.300257
515,4.291667,-0.395718,-0.017599,0.426697,-0.586358,0.196810,0.300256
516,4.300000,-0.395755,-0.017624,0.426692,-0.586386,0.196801,0.300260
517,4.308333,-0.395751,-0.017622,0.426684,-0.586415,0.196791,0.300256
518,4.316667,-0.395723,-0.017614,0.426689,-0.586407,0.196799,0.300253
519,4.325000,-0.395751,-0.017624,0.426691,-0.586365,0.196810,0.300248
520,4.333333,-0.395743,-0.017630,0.426679,-0.586406,0.196794,0.300250
521,4.341667,-0.395761,-0.017628,0.426681,-0.586418,0.196796,0.300250
522,4.350000,-0.395733,-0.017615,0.426677,-0.586402,0.196795,0.300243
523,4.358333,-0.395740,-0.017606,0.426676,-0.586400,0.196804,0.300252
524,4.366667,-0.395728,-0.017602,0.426684,-0.586379,0.196810,0.300252
525,4.375000,-0.395784,-0.017629,0.426681,-0.586400,0.196805,0.300253
526,4.383333,-0.395739,-0.017606,0.426682,-0.586401,0.196805,0.300243
527,4.391667,-0.395728,-0.017603,0.426682,-0.586416,0.196799,0.300252
528,4.400000,-0.395769,-0.017618,0.426685,-0.586417,0.196802,0.300245
529,4.408333,-0.395786,-0.017627,0.426685,-0.586420,0.196797,0.300249
530,4.416667,-0.395754,-0.017612,0.426679,-0.586407,0.196810,0.300245
531,4.425000,-0.395756,-0.017609,0.426685,-0.586412,0.196801,0.300247
532,4.433333,-0.395746,-0.017613,0.426672,-0.586405,0.196800,0.300240
533,4.441667,-0.395764,-0.017622,0.426672,-0.586388,0.196806,0.300242
534,4.450000,-0.395771,-0.017629,0.426669,-0.586390,0.196807,0.300235
535,4.458333,-0.395742,-0.017620,0.426672,-0.586395,0.196813,0.300237
536,4.466667,-0.395762,-0.017620,0.426666,-0.586389,0.196808,0.300238
537,4.475000,-0.395781,-0.017629,0.426671,-0.586443,0.196795,0.300235
538,4.483333,-0.395758,-0.017619,0.426668,-0.586410,0.196806,0.300228
539,4.491667,-0.395754,-0.017622,0.426666,-0.586385,0.196817,0.300227
540,4.500000,-0.395739,-0.017610,0.426664,-0.586397,0.196802,0.300231
541,4.508333,-0.395737,-0.017615,0.426662,-0.586383,0.196808,0.300230
542,4.516667,-0.395737,-0.017627,0.426672,-0.586389,0.196796,0.300238
543,4.525000,-0.395748,-0.017628,0.426675,-0.586374,0.196807,0.300239
544,4.533333,-0.395734,-0.017620,0.426671,-0.586396,0.196802,0.300241
545,4.541667,-0.395762,-0.017624,0.426671,-0.586385,0.196812,0.300236
546,4.550000,-0.395751,-0.017604,0.426676,-0.586391,0.196810,0.300237
547,4.558333,-0.395748,-0.017607,0.426673,-0.586395,0.196812,0.300233
548,4.566667,-0.395761,-0.017621,0.426669,-0.586402,0.196813,0.300231
549,4.575000,-0.395760,-0.017626,0.426666,-0.586390,0.196801,0.300231
550,4.583333,-0.395737,-0.017615,0.426666,-0.586378,0.196802,0.300224
551,4.591667,-0.395724,-0.017622,0.426665,-0.586372,0.196808,0.300233
552,4.600000,-0.395740,-0.017633,0.426665,-0.586377,0.196803,0.300233
553,4.608333,-0.395732,-0.017618,0.426667,-0.586385,0.196803,0.300235
554,4.616667,-0.395744,-0.017614,0.426677,-0.586389,0.196805,0.300237
555,4.625000,-0.395769,-0.017622,0.426680,-0.586399,0.196806,0.300237
556,4.633333,-0.395735,-0.017614,0.426665,-0.586389,0.196808,0.300239
557,4.641667,-0.395762,-0.017628,0.426671,-0.586398,0.196808,0.300230
558,4.650000,-0.395731,-0.017606,0.426664,-0.586414,0.196806,0.300235
559,4.658333,-0.395776,-0.017621,0.426672,-0.586381,0.196811,0.300232
560,4.666667,-0.395732,-0.017605,0.426661,-0.586393,0.196804,0.300231
561,4.675000,-0.395740,-0.017614,0.426657,-0.586379,0.196805,0.300231
562,4.683333,-0.395749,-0.017624,0.426666,-0.586377,0.196805,0.300234
563,4.691667,-0.395763,-0.017629,0.426673,-0.586393,0.196803,0.300229
564,4.700000,-0.395738,-0.017610,0.426659,-0.586383,0.196804,0.300234
565,4.708333,-0.395760,-0.017632,0.426670,-0.586416,0.196801,0.300232
566,4.716667,-0.395733,-0.017608,0.426667,-0.586396,0.196805,0.300232
567,4.725000,-0.395710,-0.017597,0.426669,-0.586365,0.196808,0.300238
568,4.733333,-0.395733,-0.017609,0.426671,-0.586376,0.196812,0.300239
569,4.741667,-0.395749,-0.017625,0.426664,-0.586380,0.196805,0.300229
570,4.750000,-0.395726,-0.017627,0.426664,-0.586383,0.196804,0.300229
571,4.758333,-0.395762,-0.017637,0.426665,-0.586403,0.196787,0.300225
572,4.766667,-0.395756,-0.017629,0.426657,-0.586407,0.196794,0.300225
573,4.775000,-0.395737,-0.017612,0.426650,-0.586365,0.196818,0.300217
574,4.783333,-0.395733,-0.017600,0.426653,-0.586426,0.196800,0.300219
575,4.791667,-0.395780,-0.017609,0.426661,-0.586415,0.196810,0.300223
576,4.800000,-0.395755,-0.017604,0.426667,-0.586421,0.196799,0.300229
577,4.808333,-0.395779,-0.017617,0.426659,-0.586386,0.196812,0.300228
578,4.816667,-0.395761,-0.017619,0.426664,-0.586415,0.196798,0.300224
579,4.825000,-0.395752,-0.017617,0.426659,-0.586386,0.196810,0.300223
580,4.833333,-0.395745,-0.017618,0.426656,-0.586367,0.196816,0.300219
581,4.841667,-0.395745,-0.017612,0.426656,-0.586409,0.196799,0.300225
582,4.850000,-0.395751,-0.017626,0.426664,-0.586403,0.196797,0.300231
583,4.858333,-0.395762,-0.017630,0.426670,-0.586382,0.196808,0.300221
584,4.866667,-0.395741,-0.017611,0.426658,-0.586410,0.196799,0.300222
585,4.875000,-0.395745,-0.017613,0.426658,-0.586370,0.196815,0.300216
586,4.883333,-0.395735,-0.017598,0.426654,-0.586390,0.196808,0.300215
587,4.891667,-0.395757,-0.017622,0.426657,-0.586370,0.196808,0.300218
588,4.900000,-0.395743,-0.017629,0.426657,-0.586390,0.196798,0.300221
589,4.908333,-0.395738,-0.017634,0.426659,-0.586395,0.196795,0.300225
590,4.916667,-0.395728,-0.017630,0.426666,-0.586369,0.196802,0.300233
591,4.925000,-0.395762,-0.017633,0.426665,-0.586366,0.196806,0.300233
592,4.933333,-0.395737,-0.017605,0.426659,-0.586392,0.196802,0.300237
593,4.941667,-0.395780,-0.017616,0.426669,-0.586415,0.196809,0.300234
594,4.950000,-0.395758,-0.017575,0.426673,-0.586419,0.196817,0.300237
595,4.958333,-0.395765,-0.017577,0.426673,-0.586405,0.196825,0.300232
596,4.966667,-0.395754,-0.017594,0.426665,-0.586423,0.196816,0.300227
597,4.975000,-0.395757,-0.017612,0.426659,-0.586380,0.196816,0.300226
598,4.983333,-0.395731,-0.017608,0.426659,-0.586380,0.196813,0.300221
599,4.991667,-0.395726,-0.017617,0.426660,-0.586376,0.196804,0.300224
600,5.000000,-0.395734,-0.017637,0.426651,-0.586400,0.196796,0.300232
601,5.008333,-0.395712,-0.017623,0.426663,-0.586376,0.196804,0.300234
602,5.016667,-0.395724,-0.017602,0.426680,-0.586374,0.196811,0.300236
603,5.025000,-0.395719,-0.017597,0.426667,-0.586402,0.196804,0.300229
604,5.033333,-0.395712,-0.017605,0.426669,-0.586371,0.196808,0.300237
605,5.041667,-0.395717,-0.017611,0.426688,-0.586360,0.196806,0.300247
606,5.050000,-0.395720,-0.017631,0.426699,-0.586399,0.196783,0.300262
607,5.058333,-0.395734,-0.017648,0.426705,-0.586398,0.196779,0.300276
608,5.066667,-0.395760,-0.017658,0.426701,-0.586410,0.196795,0.300273
609,5.075000,-0.395774,-0.017628,0.426706,-0.586395,0.196810,0.300266
610,5.083333,-0.395765,-0.017583,0.426693,-0.586429,0.196824,0.300256
611,5.091667,-0.395757,-0.017569,0.426690,-0.586406,0.196826,0.300247
612,5.100000,-0.395786,-0.017587,0.426676,-0.586414,0.196825,0.300231
613,5.108333,-0.395784,-0.017607,0.426666,-0.586448,0.196804,0.300226
614,5.116667,-0.395756,-0.017623,0.426673,-0.586377,0.196805,0.300235
615,5.125000,-0.395760,-0.017647,0.426675,-0.586397,0.196796,0.300235
616,5.133333,-0.395743,-0.017641,0.426672,-0.586377,0.196798,0.300246
617,5.141667,-0.395710,-0.017618,0.426684,-0.586375,0.196800,0.300262
618,5.150000,-0.395713,-0.017612,0.426697,-0.586354,0.196797,0.300266
619,5.158333,-0.395701,-0.017612,0.426704,-0.586376,0.196798,0.300267
620,5.166667,-0.395734,-0.017628,0.426704,-0.586380,0.196796,0.300261
621,5.175000,-0.395737,-0.017634,0.426697,-0.586379,0.196792,0.300259
622,5.183333,-0.395729,-0.017634,0.426699,-0.586368,0.196799,0.300253
623,5.191667,-0.395750,-0.017628,0.426688,-0.586399,0.196798,0.300252
624,5.200000,-0.395746,-0.017612,0.426684,-0.586398,0.196810,0.300254
625,5.208333,-0.395763,-0.017597,0.426693,-0.586412,0.196818,0.300252
626,5.216667,-0.395741,-0.017576,0.426683,-0.586403,0.196821,0.300254
627,5.225000,-0.395767,-0.017584,0.426684,-0.586412,0.196818,0.300251
628,5.233333,-0.395771,-0.017600,0.426689,-0.586439,0.196812,0.300252
629,5.241667,-0.395799,-0.017629,0.426690,-0.586422,0.196800,0.300254
630,5.250000,-0.395794,-0.017631,0.426701,-0.586439,0.196797,0.300259
